customer_id,full_name,age,gender,city,signup_date,annual_income,monthly_spend,is_subscribed,score
U1049,User 49,41.0,M,DELHI,04-18-2024,61038.57,213.56,0,59
U1050,User 50,41.0,female,Delhi,,43680.13,240.87,No,55
U1051,User 51,29.0,Male,Pune,2024-09-30,50903.5,59.6,False,27
U1052,User 52,39.0,Male,Delhi,2024-12-17,73573.1,,No,1
U1053,User 53,40.0,Male,mumbai,06-20-2024,29923.37,,no,39
U1054,User 54,,,DELHI,30/03/2024,24176.51,116.56,True,1
U1055,User 55,45.0,Male,Mumbai,17/03/2024,47113.67,82.83,True,81
U1056,User 56,62.0,female,Mumbai,2024-02-06,48891.05,398.48,True,34
U1057,User 57,30.0,Male,Pune,12/06/2024,51216.8,48.37,No,8
U1058,User 58,140.0,Other,mumbai,2024-05-22,51700.93,91.53,0,70
U1059,User 59,51.0,female,Bangalore,07-23-2024,56234.49,117.04,no,73
U1060,User 60,46.0,,Delhi,,48576.85,139.35,yes,97
U1061,User 61,48.0,,Delhi,,80479.96,133.96,yes,76
U1062,User 62,,,mumbai,01-08-2024,70810.52,120.84,1,45
U1063,User 63,22.0,Male,Delhi,10-27-2024,53837.52,111.84,YES,37
U1064,User 64,47.0,Female,Bangalore,2024-05-11,72368.2,108.07,False,68
U1065,User 65,29.0,F,Bangalore,06-12-2024,9392.62,178.88,yes,19
U1066,User 66,20.0,Male,Delhi,03-21-2024,62040.6,134.07,No,57
U1067,User 67,36.0,Male,mumbai,,71423.68,65.68,1,33
U1068,User 68,59.0,M,Delhi,,45801.74,131.36,1,94
U1069,User 69,21.0,Other,Mumbai,2024-06-06,65533.81,161.34,1,18
U1070,User 70,19.0,F,Bengaluru,03/03/2024,44575.12,457.77,yes,56
U1071,User 71,35.0,F,Hyderabad,,61999.24,115.38,0,29
U1072,User 72,21.0,male,Bangalore,07/01/2024,32439.87,209.14,no,28
U1073,User 73,20.0,F,Mumbai,24/01/2025,72208.49,232.44,no,70
U1074,User 74,19.0,Male,Delhi,,56016.77,119.07,1,70
U1075,User 75,54.0,,Bengaluru,,60137.8,241.52,True,83
U1076,User 76,52.0,Female,Hyderabad,2025-01-03,54664.97,211.97,True,86
U1077,User 77,28.0,female,mumbai,2024-04-11,75480.27,222.93,True,88
U1078,User 78,31.0,,Mumbai,03-02-2024,60495.08,96.21,True,84
U1079,User 79,52.0,M,Bengaluru,2024-12-26,72929.74,390.65,No,13
U1080,User 80,37.0,male,Bangalore,17/09/2024,46174.02,209.26,True,80
U1081,User 81,35.0,male,,08/10/2024,66135.04,81.69,False,89
U1082,User 82,29.0,Male,Bengaluru,02-06-2024,84272.84,,True,10
U1083,User 83,40.0,female,Mumbai,2024-08-27,85047.72,169.1,yes,81
U1084,User 84,61.0,,Pune,,,171.16,0,47
U1085,User 85,28.0,  Female ,mumbai,2025-01-05,58869.51,207.91,False,36
U1086,User 86,64.0,,Hyderabad,21/02/2024,29358.32,190.93,1,43
U1087,User 87,28.0,Male,Bengaluru,01/10/2024,48943.27,101.24,yes,45
U1088,User 88,38.0,Male,Hyderabad,28/06/2024,46061.14,259.28,no,98
U1089,User 89,42.0,male,mumbai,02-15-2024,66784.27,268.34,0,87
U1090,User 90,56.0,Female,Bangalore,09/03/2024,53417.66,197.78,True,15
U1091,User 91,52.0,female,Pune,06/01/2024,42583.89,226.54,1,  88 
U1092,User 92,29.0,F,Mumbai,,65452.3,122.4,No,46
U1093,User 93,52.0,Male,Bengaluru,02-29-2024,37218.67,105.35,1,86
U1094,User 94,48.0,Female,Pune,25/06/2024,41981.55,119.27,1,73
U1095,User 95,20.0,male,Bangalore,2024-09-30,49009.07,293.6,False,71
U1096,User 96,24.0,male,Mumbai,2024-11-15,52265.2,125.58,False,7
U1097,User 97,36.0,F,Mumbai,12-26-2024,59063.44,16.24,No,40
U1098,User 98,58.0,  Female ,mumbai,08-03-2024,59282.15,157.2,no,89
U1099,User 99,55.0,Female,Delhi,08/03/2024,44676.91,109.91,YES,34
U1100,User 100,38.0,Male,Bangalore,,60137.46,63.86,No,70
U1101,User 101,34.0,male,Mumbai,,57273.69,97.96,YES,36
U1102,User 102,52.0,,Delhi,,55909.49,132.6,yes,14
U1103,User 103,20.0,Female,Delhi,2024-01-22,28097.14,180.45,no,43
U1104,User 104,48.0,Other,Hyderabad,01-31-2024,63809.09,219.34,no,68
U1105,User 105,48.0,Female,Delhi,2024-08-28,66099.13,63.11,0,92
U1106,User 106,54.0,Female,Pune,08/01/2025,69003.42,173.86,False,64
U1107,User 107,63.0,Female,Hyderabad,07/10/2024,58084.35,71.72,no,46
U1108,User 108,35.0,Other,Pune,04-06-2024,74556.61,85.67,no,12
U1109,User 109,62.0,,Mumbai,12-06-2024,64019.28,203.96,No,86
U1110,User 110,46.0,Female,Pune,2024-04-14,47846.93,82.86,True,96
U1111,User 111,34.0,,Hyderabad,31/01/2024,54157.63,-80.0,no,52
U1112,User 112,46.0,F,DELHI,06-22-2024,44962.29,104.57,1,51
U1113,User 113,24.0,F,Hyderabad,25/11/2024,37452.75,205.37,No,81
U1114,User 114,27.0,,Pune,,67828.26,182.64,1,54
U1115,User 115,32.0,Male,Pune,24/11/2024,50624.01,173.51,1,14
U1116,User 116,26.0,Male,Bengaluru,06/07/2024,67652.77,88.91,False,68
U1117,User 117,56.0,Male,DELHI,2024-02-29,88768.55,156.3,YES,19
U1118,User 118,51.0,Female,Delhi,,74005.92,188.42,No,20
U1119,User 119,56.0,Other,Hyderabad,,37866.82,125.33,0,  88 
U1120,User 120,28.0,Male,Hyderabad,2024-08-31,45037.17,87.23,no,59
U1121,User 121,20.0,Female,Delhi,2024-10-10,65479.09,140.76,No,18
U1122,User 122,47.0,Female,Bangalore,2024-04-22,62725.44,140.3,0,33
U1123,User 123,37.0,Female,Pune,2024-01-17,79054.06,278.31,True,83
U1124,User 124,63.0,male,mumbai,2025-01-22,48610.69,152.25,1,88
U1125,User 125,27.0,male,Bangalore,2024-09-27,32451.03,123.42,0,32
U1126,User 126,30.0,Male,Delhi,06-19-2024,38484.47,138.95,No,89
U1127,User 127,35.0,Male,Delhi,31/01/2025,76591.94,107.69,No,33
U1128,User 128,59.0,Male,Delhi,,58076.36,98.89,False,75
U1129,User 129,140.0,Female,Delhi,06/08/2024,70202.74,122.93,No,3
U1130,User 130,42.0,female,Bengaluru,12/02/2024,49129.21,129.79,0,17
U1131,User 131,29.0,Female,Delhi,15/01/2024,42043.45,118.49,YES,  88 
U1132,User 132,45.0,female,Pune,04/10/2024,67044.24,99.95,No,47
U1133,User 133,19.0,Male,Hyderabad,02-03-2025,31303.91,294.34,YES,55
U1134,User 134,30.0,Female,Pune,2024-01-09,64011.69,104.26,YES,96
U1135,User 135,36.0,Male,Bangalore,,84417.95,253.35,no,6
U1136,User 136,61.0,female,Pune,05-26-2024,14530.15,125.29,yes,36
U1137,User 137,,F,Hyderabad,26/07/2024,38304.09,95.23,1,41
U1138,User 138,51.0,Female,Bangalore,2024-03-03,54792.39,111.98,YES,33
U1139,User 139,30.0,M,Mumbai,2024-06-29,46788.74,60.37,0,49
U1140,User 140,51.0,M,Delhi,2025-01-21,52911.48,161.16,False,22
U1141,User 141,38.0,Female,Delhi,2024-10-11,94986.36,223.48,False,43
U1142,User 142,58.0,  Female ,,2024-11-12,,172.12,yes,8
U1143,User 143,22.0,female,Pune,29/07/2024,,149.33,1,16
U1144,User 144,23.0,Male,DELHI,2024-12-28,37378.38,415.5,False,8
U1145,User 145,46.0,F,Delhi,05-24-2024,29847.99,91.11,0,61
U1146,User 146,22.0,Male,,2024-02-06,63016.98,,0,18
U1147,User 147,60.0,M,Pune,2024-04-07,25918.94,178.64,True,86
U1148,User 148,21.0,M,mumbai,2024-09-28,31639.6,65.46,No,41
U1149,User 149,32.0,Female,Bengaluru,03-22-2024,55821.2,101.49,0,26
U1150,User 150,59.0,Other,Delhi,2024-07-01,65577.9,90.65,True,56
U1151,User 151,40.0,male,,14/08/2024,39392.12,199.52,1,6
U1152,User 152,,Female,Bangalore,25/07/2024,41693.29,152.27,no,53
U1153,User 153,52.0,Female,Mumbai,,25589.93,130.49,True,55
U1154,User 154,38.0,Female,Delhi,11/01/2025,64173.28,113.0,yes,43
U1155,User 155,58.0,Male,Bengaluru,10/02/2024,55635.97,43.36,0,75
U1156,User 156,49.0,Female,Bengaluru,05/10/2024,55182.32,194.05,YES,87
U1157,User 157,49.0,,Delhi,22/08/2024,31392.9,341.38,yes,72
U1158,User 158,57.0,male,Pune,2024-10-15,69610.91,254.54,True,82
U1159,User 159,24.0,F,Delhi,12-29-2024,250000.0,146.28,True,42
U1160,User 160,,female,,2024-11-05,71010.79,246.55,1,39
U1161,User 161,37.0,,Hyderabad,29/03/2024,43193.68,187.04,yes,5
U1162,User 162,30.0,male,Bengaluru,,60872.47,,No,51
U1163,User 163,32.0,Other,DELHI,10-10-2024,41414.19,300.12,No,94
U1164,User 164,63.0,male,mumbai,13/12/2024,72313.22,56.08,True,  88 
U1165,User 165,18.0,Female,Mumbai,2024-10-02,33228.37,136.61,True,12
U1166,User 166,27.0,Female,Pune,2024-03-01,60423.1,314.63,No,19
U1167,User 167,43.0,female,Hyderabad,,33026.22,73.67,0,89
U1168,User 168,41.0,male,Bengaluru,2024-05-17,47303.97,146.38,No,35
U1169,User 169,60.0,male,Hyderabad,2024-12-10,66506.93,125.7,False,57
U1170,User 170,45.0,,,2024-01-26,34459.55,94.78,False,60
U1171,User 171,63.0,female,Bangalore,2024-07-03,63439.19,302.93,0,42
U1172,User 172,35.0,Female,Delhi,10-23-2024,68598.29,94.94,1,45
U1173,User 173,63.0,Male,Hyderabad,2024-06-13,18974.26,126.1,No,84
U1174,User 174,41.0,,mumbai,28/08/2024,63561.77,127.66,0,56
U1175,User 175,23.0,F,,01-15-2025,75262.63,116.32,no,98
U1176,User 176,55.0,,mumbai,2024-05-24,41530.73,115.73,0,4
U1177,User 177,27.0,male,Delhi,2024-03-04,39529.58,81.99,yes,13
U1178,User 178,51.0,Male,Mumbai,02-24-2024,25732.68,109.62,no,49
U1179,User 179,59.0,F,Delhi,2024-12-23,37693.08,296.15,0,67
U1180,User 180,55.0,female,Bengaluru,17/07/2024,73340.12,151.22,False,95
U1181,User 181,31.0,  Female ,DELHI,2024-06-15,47485.17,137.9,YES,93
U1182,User 182,31.0,Male,Bangalore,10-30-2024,63998.08,225.44,yes,94
U1183,User 183,23.0,Female,DELHI,15/01/2025,43758.83,117.26,no,45
U1184,User 184,30.0,Male,Bangalore,2024-01-13,52982.48,53.15,no,69
U1185,User 185,44.0,Female,Bangalore,04/01/2024,77426.62,211.21,False,28
U1186,User 186,29.0,,,15/01/2024,79240.91,79.34,no,93
U1187,User 187,57.0,F,Hyderabad,10-29-2024,57752.2,112.24,False,85
U1188,User 188,,male,Delhi,08-22-2024,51259.55,60.6,False,75
U1189,User 189,45.0,Female,Bengaluru,05/11/2024,40772.51,88.61,yes,67
U1190,User 190,25.0,Female,Mumbai,2024-01-11,69437.68,88.55,1,19
U1191,User 191,59.0,Female,Delhi,2024-12-11,52845.09,161.29,no,70
U1192,User 192,63.0,Male,Delhi,2024-12-16,250000.0,54.31,no,68
U1193,User 193,48.0,female,,2024-11-16,24714.66,,No,31
U1194,User 194,56.0,Female,Pune,13/05/2024,47226.49,117.26,no,99
U1195,User 195,49.0,Male,Hyderabad,2024-08-10,52350.81,123.46,YES,  88 
U1196,User 196,64.0,Male,Delhi,2024-06-28,64214.01,136.0,yes,65
U1197,User 197,36.0,Female,Hyderabad,2024-09-06,,63.49,YES,97
U1198,User 198,29.0,Female,Pune,2024-12-29,52551.46,190.15,yes,80
U1199,User 199,42.0,Male,mumbai,20/01/2025,,185.76,No,77
U1200,User 200,48.0,Other,Delhi,,60665.63,185.04,YES,69
U1201,User 201,56.0,female,Pune,2024-02-27,61021.7,73.2,YES,7
U1202,User 202,60.0,male,Delhi,24/06/2024,40364.73,76.47,No,4
U1203,User 203,21.0,F,Delhi,2024-01-04,51087.43,145.73,1,72
U1204,User 204,38.0,Female,,2024-04-01,36555.89,105.62,no,2
U1205,User 205,48.0,male,Bengaluru,18/03/2024,73231.19,125.31,No,67
U1206,User 206,40.0,Other,Delhi,18/05/2024,62614.51,111.83,False,74
U1207,User 207,22.0,Female,Delhi,12-21-2024,57304.44,286.62,False,23
U1208,User 208,19.0,M,Bangalore,08-18-2024,58201.65,186.6,no,31
U1209,User 209,52.0,Male,Bangalore,,76854.73,86.55,0,84
U1210,User 210,62.0,Other,Hyderabad,2024-11-05,91320.25,127.6,True,48
U1211,User 211,47.0,male,Pune,2024-11-15,56476.99,79.93,1,68
U1212,User 212,52.0,male,,02-03-2025,56489.62,108.57,True,33
U1213,User 213,42.0,Other,Bangalore,19/04/2024,62151.03,117.93,no,16
U1214,User 214,63.0,Male,Bengaluru,08-29-2024,81153.92,98.15,YES,20
U1215,User 215,33.0,,Pune,2024-07-20,68966.02,140.83,No,23
U1216,User 216,28.0,male,mumbai,22/01/2024,62188.23,172.31,YES,31
U1217,User 217,52.0,male,Bangalore,12/12/2024,68912.8,117.65,1,70
U1218,User 218,54.0,female,DELHI,2024-08-05,62513.82,77.9,0,44
U1219,User 219,58.0,M,Mumbai,22/04/2024,29879.93,126.87,False,49
U1220,User 220,27.0,male,Delhi,09-17-2024,74268.0,133.26,False,29
U1221,User 221,24.0,Male,Bangalore,12-02-2024,40679.69,334.67,No,60
U1222,User 222,25.0,male,,23/07/2024,53460.67,174.42,1,96
U1223,User 223,60.0,,Bangalore,14/05/2024,41071.28,,yes,82
U1224,User 224,61.0,Male,DELHI,10/12/2024,50280.02,138.29,No,94
U1225,User 225,47.0,,Hyderabad,2024-02-05,59315.47,222.04,no,44
U1226,User 226,,Female,mumbai,,79458.16,168.06,yes,11
U1227,User 227,52.0,female,Mumbai,,47417.4,142.62,yes,26
U1228,User 228,49.0,F,Delhi,05/09/2024,81340.14,91.1,True,24
U1229,User 229,54.0,Male,Mumbai,05-09-2024,26175.73,168.95,yes,52
U1230,User 230,37.0,,DELHI,2024-03-24,32843.34,109.95,no,13
U1231,User 231,,F,Delhi,13/09/2024,39750.72,175.66,1,43
U1232,User 232,61.0,F,mumbai,08-18-2024,68770.58,207.83,YES,59
U1233,User 233,38.0,M,mumbai,07-24-2024,38247.41,239.16,1,42
U1234,User 234,42.0,Female,Delhi,2024-12-22,32554.81,208.99,YES,54
U1235,User 235,57.0,Female,Bengaluru,20/09/2024,87337.58,153.56,no,51
U1236,User 236,48.0,Male,Mumbai,2024-06-17,52612.58,69.81,0,13
U1237,User 237,32.0,Male,Bangalore,,81778.42,82.86,True,19
U1238,User 238,53.0,F,Pune,,73571.4,129.65,No,65
U1239,User 239,42.0,Female,Pune,,69515.57,194.37,1,45
U1240,User 240,34.0,Male,Bengaluru,2024-04-03,77651.78,142.17,True,  88 
U1241,User 241,41.0,Other,Bengaluru,,50153.96,166.9,True,55
U1242,User 242,62.0,Male,Bangalore,2024-05-11,34213.92,228.07,yes,47
U1243,User 243,60.0,,Delhi,17/05/2024,64321.97,173.42,yes,63
U1244,User 244,21.0,F,Mumbai,2024-04-21,48662.31,112.49,0,  88 
U1245,User 245,18.0,F,Bengaluru,16/11/2024,65823.71,308.45,No,11
U1246,User 246,24.0,Female,Hyderabad,01-02-2024,71241.75,192.53,True,3
U1247,User 247,27.0,Female,Bengaluru,2024-08-29,40498.71,202.08,1,67
U1248,User 248,49.0,Male,Delhi,2024-12-18,44355.85,162.96,True,88
U1249,User 249,50.0,,mumbai,13/02/2024,53398.32,272.9,True,70
U1250,User 250,38.0,M,Mumbai,2024-11-16,77858.53,307.28,YES,12
U1251,User 251,49.0,Female,,04/09/2024,250000.0,191.28,False,87
U1252,User 252,34.0,Male,Delhi,2024-07-13,88013.9,244.83,1,54
U1253,User 253,30.0,Male,Hyderabad,2024-05-29,25395.56,127.35,yes,1
U1254,User 254,53.0,Other,,,84139.95,236.6,False,94
U1255,User 255,44.0,M,Bengaluru,22/07/2024,250000.0,215.72,YES,4
U1256,User 256,54.0,M,DELHI,05-04-2024,64619.71,73.84,True,95
U1257,User 257,35.0,male,Delhi,27/07/2024,65361.13,206.36,No,75
U1258,User 258,58.0,,Bangalore,2024-01-15,13320.99,44.0,True,75
U1259,User 259,50.0,female,mumbai,2024-01-22,49902.12,77.38,yes,90
U1260,User 260,26.0,Female,Delhi,,52356.12,223.97,False,64
U1261,User 261,51.0,,Delhi,2025-01-02,76817.06,60.18,No,12
U1262,User 262,56.0,Female,DELHI,2024-11-18,53517.6,80.78,yes,51
U1263,User 263,59.0,,Mumbai,2024-08-05,80657.22,214.37,No,16
U1264,User 264,49.0,Male,Bengaluru,2024-05-11,87787.21,150.35,YES,16
U1265,User 265,26.0,M,Mumbai,02-05-2024,65571.47,89.19,1,9
U1266,User 266,58.0,Female,Pune,07-08-2024,58491.61,126.25,True,49
U1267,User 267,48.0,Male,DELHI,,36618.4,170.65,yes,66
U1268,User 268,45.0,Female,Pune,2024-01-14,66632.46,120.72,True,34
U1269,User 269,64.0,female,Mumbai,24/12/2024,49548.26,380.44,True,71
U1270,User 270,59.0,male,Bangalore,,80396.74,266.3,yes,90
U1271,User 271,23.0,M,mumbai,01-09-2025,28988.64,74.87,True,32
U1272,User 272,54.0,,Bangalore,11/02/2024,43240.57,237.11,True,2
U1273,User 273,57.0,Female,DELHI,2024-04-11,72117.34,148.16,0,71
U1274,User 274,61.0,female,Bangalore,2024-01-19,86385.11,17.5,no,60
U1275,User 275,51.0,F,Mumbai,04-11-2024,68452.5,253.36,YES,7
U1276,User 276,48.0,male,Hyderabad,20/01/2024,78466.27,218.63,False,83
U1277,User 277,27.0,female,Bengaluru,,58805.73,75.67,True,61
U1278,User 278,37.0,  Female ,Pune,10/01/2025,250000.0,145.35,yes,5
U1279,User 279,28.0,,Delhi,10-31-2024,60090.98,107.92,no,66
U1280,User 280,36.0,Male,Pune,09/12/2024,65047.08,143.86,1,  88 
U1281,User 281,48.0,Male,,2024-04-06,59633.14,121.33,1,2
U1282,User 282,37.0,Male,,2024-06-11,51205.13,231.54,False,54
U1283,User 283,24.0,M,Hyderabad,2025-01-01,63681.54,122.86,0,50
U1284,User 284,49.0,male,DELHI,,60556.07,293.94,1,6
U1285,User 285,33.0,Female,mumbai,11-05-2024,64208.53,163.53,no,37
U1286,User 286,33.0,male,Delhi,,15683.48,116.17,yes,70
U1287,User 287,41.0,female,Pune,2024-05-09,40399.2,146.66,no,58
U1288,User 288,18.0,,Delhi,2025-01-14,46673.66,118.46,yes,42
U1289,User 289,53.0,Male,Delhi,2024-04-02,29160.65,86.66,False,59
U1290,User 290,22.0,Male,Delhi,04-25-2024,39198.47,103.89,1,44
U1291,User 291,55.0,Male,Delhi,20/08/2024,68719.84,162.9,No,9
U1292,User 292,55.0,,Bengaluru,26/11/2024,61669.17,148.25,0,6
U1293,User 293,29.0,Female,Pune,,73560.18,172.64,0,63
U1294,User 294,61.0,male,DELHI,21/09/2024,72325.21,140.58,True,39
U1295,User 295,44.0,M,DELHI,,73751.45,117.13,yes,76
U1296,User 296,21.0,F,Hyderabad,2024-07-10,56696.07,87.29,1,11
U1297,User 297,26.0,F,mumbai,2024-04-18,80206.52,120.02,yes,81
U1298,User 298,33.0,M,Bangalore,2024-06-07,45676.09,173.81,no,72
U1299,User 299,18.0,male,Bangalore,2024-09-22,79282.5,88.27,no,82
U1300,User 300,42.0,,Bengaluru,2024-05-01,71853.28,103.54,yes,78
U1301,User 301,26.0,Other,Hyderabad,,67629.11,162.24,False,6
U1302,User 302,54.0,Male,Mumbai,,55537.55,160.89,0,17
U1303,User 303,,Female,Hyderabad,30/07/2024,43636.84,87.1,True,18
U1304,User 304,50.0,Male,DELHI,21/09/2024,55839.08,178.2,1,12
U1305,User 305,25.0,Female,Hyderabad,2024-08-21,28461.76,163.81,No,73
U1306,User 306,64.0,,Bengaluru,2025-01-31,74497.8,342.02,no,96
U1307,User 307,49.0,Male,mumbai,2024-01-06,47166.81,84.48,YES,82
U1308,User 308,45.0,male,Bangalore,09-27-2024,48274.5,310.47,False,45
U1309,User 309,61.0,Female,,2024-10-25,22896.5,162.1,False,90
U1310,User 310,37.0,male,Mumbai,2024-07-03,36831.43,57.15,1,74
U1311,User 311,39.0,Male,Hyderabad,11/03/2024,102905.54,123.84,True,70
U1312,User 312,60.0,male,Bangalore,,44118.21,121.25,True,23
U1313,User 313,57.0,M,Hyderabad,,74042.32,234.61,0,80
U1314,User 314,31.0,male,Hyderabad,07-29-2024,32349.43,103.8,1,17
U1315,User 315,50.0,,Mumbai,01-14-2025,31163.13,70.09,no,57
U1316,User 316,27.0,,DELHI,2024-07-11,54826.73,175.38,YES,31
U1317,User 317,20.0,Female,Bangalore,18/11/2024,,158.19,No,70
U1318,User 318,30.0,Male,Hyderabad,17/07/2024,44320.49,202.96,False,74
U1319,User 319,23.0,Male,Delhi,21/07/2024,55058.64,266.64,yes,58
U1320,User 320,32.0,female,,12-17-2024,41195.18,253.75,1,53
U1321,User 321,31.0,female,Mumbai,2024-04-09,76994.51,385.51,No,1
U1322,User 322,40.0,Male,Bangalore,09-13-2024,91347.02,308.64,0,83
U1323,User 323,63.0,  Female ,Bangalore,,73965.83,192.5,0,68
U1324,User 324,31.0,female,Bangalore,,30555.76,148.09,1,2
U1325,User 325,36.0,Male,Mumbai,2025-01-09,63169.04,157.17,1,53
U1326,User 326,58.0,  Female ,Bengaluru,2025-01-25,44663.5,227.24,True,55
U1327,User 327,33.0,female,mumbai,03/08/2024,44653.44,108.73,YES,3
U1328,User 328,64.0,  Female ,Bengaluru,,67892.39,124.01,False,43
U1329,User 329,49.0,  Female ,DELHI,,57051.82,194.96,1,7
U1330,User 330,63.0,Male,Hyderabad,2024-12-22,57165.82,68.91,no,17
U1331,User 331,55.0,Female,Mumbai,2024-08-19,55937.91,106.17,False,84
U1332,User 332,50.0,Male,DELHI,2024-12-18,38898.96,89.82,True,36
U1333,User 333,51.0,M,Hyderabad,2024-08-06,36773.76,270.14,YES,13
U1334,User 334,50.0,male,Pune,2024-09-25,49976.64,77.25,yes,49
U1335,User 335,57.0,Female,mumbai,,,117.32,True,53
U1336,User 336,20.0,Other,Hyderabad,25/12/2024,62491.3,103.48,No,39
U1337,User 337,23.0,Male,Delhi,05-07-2024,70995.73,125.13,False,12
U1338,User 338,40.0,Female,Bengaluru,,51840.77,185.09,False,90
U1339,User 339,36.0,Other,Bangalore,,58189.93,174.26,yes,7
U1340,User 340,46.0,Female,Mumbai,09/06/2024,71559.63,161.22,1,37
U1341,User 341,29.0,male,Pune,2024-04-21,50493.33,192.93,1,66
U1342,User 342,60.0,Female,Pune,2024-05-23,62780.08,171.9,yes,87
U1343,User 343,26.0,Male,Bangalore,01-07-2025,58911.62,31.16,no,70
U1344,User 344,22.0,Female,Pune,,49254.65,197.68,no,58
U1345,User 345,53.0,Female,Delhi,28/11/2024,32139.93,160.31,1,44
U1346,User 346,42.0,male,Delhi,25/11/2024,37977.07,278.65,0,81
U1347,User 347,57.0,male,Delhi,2024-07-25,73718.03,85.7,YES,46
U1348,User 348,38.0,Male,Delhi,06-29-2024,25916.74,146.65,no,59
U1349,User 349,64.0,  Female ,DELHI,11/03/2024,86965.08,172.12,No,  88 
U1350,User 350,25.0,Male,Delhi,2024-10-28,,314.8,YES,78
U1351,User 351,39.0,  Female ,,2025-01-07,23159.27,70.15,True,5
U1352,User 352,63.0,,Mumbai,2024-02-13,45254.7,157.46,True,22
U1353,User 353,22.0,Female,Hyderabad,07-23-2024,14431.84,161.67,yes,84
U1354,User 354,61.0,  Female ,Delhi,10/01/2025,24284.97,88.52,YES,10
U1355,User 355,58.0,Female,Bangalore,2024-03-07,56788.9,125.37,no,61
U1356,User 356,24.0,Male,Delhi,01/03/2024,26818.79,126.78,YES,61
U1357,User 357,44.0,male,Hyderabad,12/06/2024,27731.28,96.26,YES,14
